time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
153122,1100,1100,1100,1100,0.01,605,12.01,6.63,1.02,-66.77,-0.17,1.00,8.53,-0.9,0.1,0.9
153122,1100,1100,1100,1100,0.01,605,12.02,6.58,1.04,-66.72,-0.19,1.01,8.70,-1.4,0.8,0.8
153122,1100,1100,1100,1100,-0.04,600,11.98,6.51,1.10,-66.67,-0.11,0.98,8.55,-1.7,1.3,0.7
153122,1100,1100,1100,1100,0.00,604,11.99,6.44,1.23,-66.66,0.50,1.43,9.40,-1.9,2.2,-1.3
153122,1203,1203,1203,1203,0.00,604,11.93,6.38,0.56,-66.75,5.80,0.70,4.08,-7.2,4.1,-2.6
153122,1203,1203,1203,1203,0.02,606,11.90,5.81,0.49,-66.92,-3.66,0.09,9.83,-23.5,14.8,-7.0
153122,1203,1203,1203,1203,0.01,605,11.88,4.50,2.00,-67.25,-5.63,-2.78,7.72,-42.6,24.2,-10.9
153122,1203,1203,1203,1203,0.08,612,11.88,2.52,2.95,-67.69,-7.45,4.19,7.93,-29.6,16.5,-8.4
153122,1203,1203,1203,1203,0.09,614,11.86,1.47,4.03,-68.14,3.64,1.00,7.79,-13.9,-3.1,-6.8
153122,1203,1203,1203,1203,0.04,608,11.85,0.64,4.18,-68.52,-6.89,1.08,14.32,-9.5,-6.7,-6.7
153122,1203,1203,1203,1203,0.06,610,11.85,-0.04,2.95,-68.95,-2.14,-2.14,10.25,-4.8,-6.0,-9.8
153122,1203,1203,1203,1203,0.11,616,11.86,-0.34,2.49,-69.38,13.38,-1.93,-0.87,-5.9,-11.1,-9.2
153123,1203,1203,1203,1203,0.08,613,11.86,-0.54,1.91,-69.83,10.22,-4.51,6.77,-1.4,-12.1,-11.4
153123,1203,1203,1203,1203,0.09,614,11.86,-1.19,1.13,-70.31,-4.34,-0.91,10.53,-3.5,-14.7,-9.2
153123,1203,1203,1203,1203,0.16,621,11.87,-1.46,1.06,-70.79,3.28,1.49,-0.76,-3.0,-3.5,-10.5
153123,1203,1203,1203,1203,0.12,617,11.85,-1.84,0.77,-71.37,16.79,0.86,1.99,-2.2,-4.9,-11.0
153123,1203,1203,1203,1203,0.15,620,11.86,-2.10,-0.65,-71.87,-7.81,0.26,16.43,-3.1,-5.1,-10.6
153123,1203,1203,1203,1203,0.13,618,11.86,-2.59,-1.67,-72.46,1.84,2.67,9.61,-1.8,-4.9,-12.9
153123,1203,1203,1203,1203,0.13,618,11.85,-2.54,-2.27,-73.05,-0.12,6.35,11.89,-0.9,-9.7,-12.3
153123,1203,1203,1203,1203,0.16,621,11.86,-2.36,-2.38,-73.68,-0.97,-3.20,12.21,1.6,-1.9,-12.5
153123,1203,1203,1203,1203,0.16,621,11.86,-2.19,-2.46,-74.34,-1.69,-2.61,10.05,0.5,-12.0,-15.3
153123,1203,1203,1203,1203,0.16,621,11.87,-1.98,-2.13,-75.08,-12.12,-1.16,17.91,1.3,-5.8,-15.9
153123,1203,1203,1203,1203,0.22,627,11.87,-1.60,-1.11,-75.81,3.19,2.47,2.81,2.3,-13.3,-15.0
153123,1203,1203,1203,1203,0.17,622,11.87,-1.51,-2.24,-76.55,19.60,-3.53,-3.53,4.1,0.0,-14.5
153123,1203,1203,1203,1203,0.19,624,11.87,-1.57,-3.24,-77.22,-8.69,2.41,12.82,2.4,-2.0,-13.6
153123,1203,1203,1203,1203,0.22,627,11.85,-1.15,-2.35,-77.93,7.74,-2.82,0.94,3.3,0.2,-12.5
153123,1203,1203,1203,1203,0.10,615,11.87,-1.12,-2.56,-78.64,-3.36,0.26,6.02,1.8,0.2,-13.2
153123,1203,1203,1203,1203,0.21,626,11.87,-0.95,-2.43,-79.29,9.39,-0.11,4.34,3.1,4.6,-11.7
153123,1203,1203,1203,1203,0.23,628,11.86,-0.57,-2.94,-79.96,-3.49,1.29,14.68,3.1,12.9,-12.8
153123,1203,1203,1203,1203,0.22,627,11.86,-0.40,-3.26,-80.58,2.54,-1.38,7.12,3.5,7.7,-12.3
153123,1203,1203,1203,1203,0.21,626,11.84,-0.29,-2.86,-81.11,-18.41,2.29,16.33,4.1,1.0,-8.8
153123,1203,1203,1203,1203,0.23,628,11.87,0.04,-1.76,-81.58,-5.38,7.39,14.07,2.1,4.0,-9.0
153124,1203,1203,1203,1203,0.25,630,11.86,0.37,-1.31,-81.93,10.37,-3.45,5.81,0.7,-0.1,-3.2
153124,1203,1203,1203,1203,0.25,631,11.86,0.00,-2.12,-82.13,-2.06,-1.89,7.83,2.6,-3.1,-2.0
153124,1203,1203,1203,1203,0.26,632,11.86,0.16,-1.59,-82.31,-9.25,1.29,17.93,2.5,6.7,-2.0
153124,1203,1203,1203,1203,0.23,628,11.87,0.58,-1.32,-82.37,-3.21,2.33,9.99,2.4,1.8,-1.3
153124,1203,1203,1203,1203,0.25,631,11.87,0.95,-0.53,-82.30,5.80,0.42,2.53,-3.4,14.5,0.0
153124,1203,1203,1203,1203,0.25,631,11.86,0.87,0.04,-82.11,6.42,-1.16,-0.10,-1.1,6.0,3.7
153124,1203,1203,1203,1203,0.31,637,11.86,0.63,-0.10,-81.80,0.55,2.83,7.97,0.2,-1.6,8.2
153124,1203,1203,1203,1203,0.26,632,11.86,0.74,-0.77,-81.37,1.12,-4.81,9.05,0.8,3.4,10.3
153124,1203,1203,1203,1203,0.27,633,11.84,0.62,-0.80,-80.83,-4.33,2.32,9.60,1.2,-3.9,12.4
153124,1203,1203,1203,1203,0.29,635,11.86,0.86,-0.59,-80.29,-8.90,0.09,9.31,3.6,-7.4,10.5
153124,1203,1203,1203,1203,0.28,634,11.86,0.77,-0.75,-79.79,-19.60,1.59,19.60,0.0,-3.1,8.9
153124,1203,1203,1203,1203,0.26,632,11.86,0.79,-0.95,-79.21,3.11,2.36,12.21,0.8,0.3,11.2
153124,1203,1203,1203,1203,0.29,635,11.87,0.93,-1.04,-78.63,-2.56,-2.40,17.02,-1.2,2.8,12.8
153124,1203,1203,1203,1203,0.29,635,11.87,0.78,-1.12,-77.99,7.33,-0.56,3.41,0.7,3.5,13.4
153124,1203,1203,1203,1203,0.33,639,11.87,0.74,-1.10,-77.36,-2.90,4.50,8.29,-0.7,-4.3,12.5
153124,1203,1203,1203,1203,0.28,634,11.85,0.92,-1.12,-76.77,1.04,-2.78,4.26,1.4,1.5,12.4
153124,1203,1203,1203,1203,0.31,637,11.87,0.81,-1.49,-76.16,-1.99,-0.40,12.32,-0.7,-6.2,12.4
153124,1203,1203,1203,1203,0.31,637,11.85,0.62,-1.68,-75.62,6.14,1.73,8.31,-0.6,7.0,13.1
153124,1203,1203,1203,1203,0.32,638,11.86,0.42,-1.92,-74.89,6.79,-0.36,8.25,-1.0,8.6,15.9
153124,1203,1203,1203,1203,0.35,641,11.87,0.82,-1.41,-74.19,-3.80,2.78,8.86,-1.0,-6.2,15.4
153125,1203,1203,1203,1203,0.32,638,11.84,0.72,-1.75,-73.45,-19.60,6.82,19.51,-2.0,-12.8,15.4
