time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
204334,1100,1100,1100,1100,0.02,609,12.35,6.73,0.76,-49.85,-0.07,0.94,8.59,0.2,-1.2,0.0
204334,1100,1100,1100,1100,0.00,607,12.37,6.74,0.70,-49.86,-0.12,0.95,8.41,0.2,-1.2,0.0
204334,1200,1200,1200,1200,0.02,609,12.32,6.76,0.67,-49.86,-0.67,1.27,8.93,0.6,-0.1,-0.2
204334,1200,1200,1200,1200,0.03,610,12.26,6.81,1.06,-49.88,-8.88,1.36,13.42,-0.7,4.1,-0.1
204334,1200,1200,1200,1200,0.03,610,12.18,6.77,1.95,-49.91,1.06,-0.76,8.80,-4.5,21.8,-3.0
204334,1200,1200,1200,1200,0.01,608,12.20,6.38,3.17,-49.94,-0.35,1.78,-2.35,-22.8,36.9,-5.9
204334,1200,1200,1200,1200,0.02,609,12.20,5.29,4.70,-50.23,-5.00,-1.27,18.00,-23.9,12.8,-7.2
204334,1200,1200,1200,1200,0.06,613,12.19,4.40,5.04,-50.67,1.09,-6.18,8.84,-11.4,-10.1,-9.8
204334,1200,1200,1200,1200,0.11,619,12.18,3.83,4.37,-51.21,0.56,1.04,2.15,-10.5,-16.2,-8.7
204334,1200,1200,1200,1200,0.11,619,12.17,3.54,3.44,-51.72,-12.00,-0.90,13.01,-7.6,-17.5,-13.7
204335,1200,1200,1200,1200,0.11,619,12.18,3.15,3.78,-52.43,-14.50,5.00,17.22,-8.1,-19.1,-16.2
204335,1200,1200,1200,1200,0.10,618,12.17,2.67,3.87,-53.20,-12.17,4.66,11.85,-8.6,-11.4,-14.8
204335,1200,1200,1200,1200,0.13,621,12.17,2.54,3.35,-53.97,5.46,4.17,3.17,-6.2,-9.4,-14.6
204335,1200,1200,1200,1200,0.14,622,12.18,1.90,2.14,-54.79,-3.12,-0.09,15.97,-4.9,-10.1,-16.7
204335,1200,1200,1200,1200,0.16,624,12.17,1.68,2.29,-55.65,-13.52,1.16,18.15,-2.0,-16.7,-18.1
204335,1200,1200,1200,1200,0.16,624,12.16,1.44,1.98,-56.58,7.98,3.03,2.25,-3.4,-9.7,-19.8
204335,1200,1200,1200,1200,0.15,623,12.17,0.80,1.05,-57.53,13.22,-0.22,1.91,-0.4,-7.3,-19.3
204335,1200,1200,1200,1200,0.16,624,12.18,0.71,-0.30,-58.53,9.13,-7.35,4.10,3.1,-8.5,-19.2
204335,1200,1200,1200,1200,0.22,630,12.15,0.94,-0.50,-59.60,0.28,2.01,5.64,2.7,-1.0,-21.8
204335,1200,1200,1200,1200,0.19,627,12.16,0.98,-0.08,-60.70,2.24,6.52,5.85,2.1,-6.3,-22.9
204335,1200,1200,1200,1200,0.17,625,12.18,1.15,-0.23,-61.98,0.22,2.02,8.73,2.7,-6.7,-26.4
204335,1200,1200,1200,1200,0.19,627,12.19,1.19,0.08,-63.35,-1.73,1.45,10.31,0.4,-13.1,-27.6
204335,1200,1200,1200,1200,0.21,629,12.17,1.22,-0.11,-64.75,-4.68,3.67,9.39,0.3,-7.4,-28.3
204335,1200,1200,1200,1200,0.23,631,12.18,1.26,-0.16,-66.14,2.54,-1.07,4.26,2.6,3.9,-28.6
204335,1200,1200,1200,1200,0.23,631,12.17,1.19,-0.19,-67.58,0.39,-0.71,10.80,1.5,7.1,-31.1
204335,1200,1200,1200,1200,0.24,632,12.17,1.13,-0.28,-69.05,-1.62,-2.67,11.77,4.4,-3.3,-30.2
204335,1200,1200,1200,1200,0.27,636,12.18,1.48,-0.06,-70.46,6.61,-1.34,5.54,2.4,8.2,-26.9
204335,1200,1200,1200,1200,0.24,632,12.18,1.71,-0.31,-71.89,-3.30,-1.08,8.12,0.7,-2.3,-25.8
204335,1200,1200,1200,1200,0.26,635,12.19,1.47,-0.44,-73.26,-1.46,-0.93,13.08,4.9,4.0,-24.3
204335,1200,1200,1200,1200,0.26,635,12.18,1.84,-0.79,-74.64,6.10,-2.16,4.03,5.8,8.1,-28.6
204336,1200,1200,1200,1200,0.31,640,12.16,1.90,-1.39,-76.04,-0.10,1.53,11.28,3.2,1.5,-28.7
204336,1200,1200,1200,1200,0.25,634,12.16,2.12,-1.23,-77.40,-7.92,-1.46,17.22,4.7,6.1,-27.8
204336,1200,1200,1200,1200,0.26,635,12.16,1.91,-0.96,-78.70,12.06,2.77,6.05,1.2,4.6,-25.0
204336,1200,1200,1200,1200,0.31,640,12.17,2.01,-1.02,-79.92,-1.22,-0.93,12.54,5.0,5.8,-23.2
204336,1200,1200,1200,1200,0.25,633,12.16,2.15,-0.60,-81.07,-7.45,-0.72,10.48,4.3,-3.5,-21.5
204336,1200,1200,1200,1200,0.30,639,12.18,2.05,0.14,-82.23,-9.40,4.17,10.15,1.9,-0.4,-23.8
204336,1200,1200,1200,1200,0.25,634,12.19,2.37,0.57,-83.39,1.07,2.89,10.68,4.7,3.2,-23.9
204336,1200,1200,1200,1200,0.26,635,12.17,2.72,0.89,-84.53,-13.75,-3.25,16.62,4.5,-5.6,-23.0
204336,1200,1200,1200,1200,0.31,640,12.17,2.73,1.26,-85.58,1.60,-2.58,7.41,3.1,3.9,-20.8
204336,1200,1200,1200,1200,0.32,641,12.20,2.46,0.78,-86.57,5.41,-0.70,0.87,1.2,3.3,-20.9
