time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
210026,1100,1100,1100,1100,0.03,613,12.12,6.30,0.98,52.33,-0.09,0.95,8.64,1.5,1.3,0.5
210026,1100,1100,1100,1100,-0.01,609,12.09,6.39,1.04,52.37,-0.19,1.01,8.61,1.6,0.9,0.5
210026,1200,1200,1200,1200,0.04,614,12.07,6.48,1.08,52.40,0.01,0.64,8.83,1.7,0.7,0.4
210026,1200,1200,1200,1200,-0.06,604,12.06,6.70,1.45,52.47,-4.19,-1.47,11.20,6.8,7.1,1.0
210026,1200,1200,1200,1200,0.08,618,11.99,7.37,2.77,52.66,-6.96,2.08,10.71,18.6,20.8,2.4
210026,1200,1200,1200,1200,0.07,617,11.97,8.98,5.40,53.23,3.41,2.55,6.27,37.6,61.6,6.0
210027,1200,1200,1200,1200,0.08,619,11.98,11.10,7.88,54.05,5.38,-0.89,-2.52,36.4,53.2,4.3
210027,1200,1200,1200,1200,0.10,621,11.98,12.36,9.30,54.37,3.90,-1.47,2.81,7.1,21.3,-1.8
210027,1200,1200,1200,1200,0.10,621,11.98,12.41,8.91,54.18,-18.58,9.61,17.69,-8.8,-17.3,-4.4
210027,1200,1200,1200,1200,0.10,621,11.97,11.81,9.52,53.77,12.48,1.38,-2.11,-15.7,-10.9,-8.4
210027,1200,1200,1200,1200,0.10,621,11.96,11.26,8.30,53.25,-10.49,4.84,13.01,-19.7,-20.8,-10.6
210027,1200,1200,1200,1200,0.10,621,11.97,10.16,7.11,52.54,-2.44,1.94,3.28,-21.3,-19.8,-12.2
210027,1200,1200,1200,1200,0.16,627,11.97,9.05,6.52,51.80,2.46,0.69,1.62,-22.0,-14.3,-13.2
210027,1200,1200,1200,1200,0.13,624,11.98,7.90,4.45,50.94,-14.14,-0.16,19.60,-20.3,-26.5,-16.1
210027,1200,1200,1200,1200,0.17,628,11.97,6.73,4.36,49.93,7.45,0.33,10.60,-18.9,-21.4,-18.6
210027,1200,1200,1200,1200,0.14,625,11.97,5.71,2.15,48.83,3.72,2.14,2.62,-17.5,-22.3,-21.3
210027,1200,1200,1200,1200,0.17,628,11.96,4.95,2.15,47.64,-3.29,0.49,5.27,-15.6,-11.0,-23.7
210027,1200,1200,1200,1200,0.15,626,11.96,3.86,1.81,46.34,12.14,-3.82,-2.64,-14.6,-18.9,-26.2
210027,1200,1200,1200,1200,0.12,623,11.97,2.94,1.23,45.01,3.17,-1.33,0.91,-10.5,-10.8,-25.5
210027,1200,1200,1200,1200,0.18,629,11.97,2.16,0.62,43.64,6.91,2.76,3.30,-9.5,-5.8,-27.6
210027,1200,1200,1200,1200,0.16,627,11.97,1.83,-0.03,42.33,11.59,-2.99,-2.84,-8.2,-1.4,-26.2
210027,1200,1200,1200,1200,0.15,626,11.96,1.53,-0.43,41.04,0.52,-2.88,12.50,-5.8,-10.2,-24.5
210027,1200,1200,1200,1200,0.16,627,11.97,1.26,-0.62,39.78,6.68,-4.53,4.32,-3.1,0.5,-27.2
210027,1200,1200,1200,1200,0.19,630,11.98,0.91,-1.36,38.30,-3.89,2.00,12.69,-0.8,-5.6,-29.0
210027,1200,1200,1200,1200,0.18,629,11.96,0.90,-1.58,36.88,-3.85,-2.38,7.73,-0.2,-1.8,-25.9
210027,1200,1200,1200,1200,0.19,630,11.98,0.78,-1.80,35.46,12.92,2.51,3.36,1.3,1.5,-30.3
210028,1200,1200,1200,1200,0.17,628,11.96,1.23,-1.68,34.04,-19.60,-1.43,19.60,4.3,-5.4,-26.8
210028,1200,1200,1200,1200,0.25,637,11.98,1.63,-1.55,32.64,19.44,-0.01,-1.81,3.8,14.6,-27.6
210028,1200,1200,1200,1200,0.25,637,11.98,1.67,-1.87,31.23,-7.65,0.88,18.17,2.7,-1.5,-28.4
210028,1200,1200,1200,1200,0.25,637,11.97,1.99,-1.96,29.84,-9.64,1.29,7.56,4.3,-9.9,-27.1
210028,1200,1200,1200,1200,0.27,639,11.97,2.11,-1.48,28.38,5.07,1.15,10.79,4.9,-5.7,-28.7
210028,1200,1200,1200,1200,0.26,638,11.96,2.24,-1.41,26.99,6.88,1.80,9.75,4.4,1.5,-28.3
210028,1200,1200,1200,1200,0.22,633,11.96,2.39,-1.51,25.64,-7.16,-1.84,13.25,4.6,-10.8,-24.4
210028,1200,1200,1200,1200,0.25,637,11.97,2.63,-1.50,24.37,1.35,-1.24,8.43,4.3,8.6,-25.6
210028,1200,1200,1200,1200,0.26,638,11.98,3.13,-1.25,23.06,-14.62,-0.72,6.46,5.8,-5.9,-24.6
210028,1200,1200,1200,1200,0.25,637,11.96,2.98,-1.56,21.77,1.40,3.98,8.73,4.5,4.3,-27.2
210028,1200,1200,1200,1200,0.25,637,11.97,3.39,-1.47,20.50,-2.66,-4.42,12.20,2.5,-0.5,-26.4
210028,1200,1200,1200,1200,0.28,640,11.98,3.51,-0.74,19.24,-3.72,0.60,17.07,-0.3,2.1,-26.5
210028,1200,1200,1200,1200,0.25,636,11.97,3.66,-0.91,17.98,-10.86,-0.98,10.40,3.2,-3.5,-25.6
210028,1200,1200,1200,1200,0.28,640,11.96,3.88,-1.04,16.74,-14.38,4.02,15.37,1.5,0.0,-25.1
210028,1200,1200,1200,1200,0.26,638,11.96,4.03,-0.68,15.52,5.24,7.66,11.01,2.5,3.4,-24.6
210028,1200,1200,1200,1200,0.26,638,11.97,3.98,-0.68,14.36,5.33,-1.02,3.99,2.7,1.6,-24.6
210028,1200,1200,1200,1200,0.30,642,11.96,4.20,-1.19,13.16,14.04,0.06,9.53,2.0,10.1,-25.0
210028,1200,1200,1200,1200,0.30,642,11.95,4.36,-1.07,11.99,-7.45,3.62,15.80,3.6,-3.4,-22.8
210028,1200,1200,1200,1200,0.30,642,11.97,4.28,-0.77,10.82,8.40,-5.64,6.42,2.6,10.1,-23.6
210028,1200,1200,1200,1200,0.32,644,11.97,4.46,-0.19,9.69,0.18,0.06,9.20,4.5,-3.2,-22.5
210029,1200,1200,1200,1200,0.35,647,11.95,4.47,-0.48,8.53,4.03,1.02,0.59,4.5,-3.5,-26.0
210029,1200,1200,1200,1200,0.31,643,11.96,4.28,-0.68,7.33,1.62,2.54,8.74,3.7,5.3,-22.5
210029,1200,1200,1200,1200,0.35,647,11.97,4.58,0.11,6.21,-13.47,-1.59,13.90,3.5,0.2,-22.5
210029,1200,1200,1200,1200,0.33,645,11.96,4.80,0.68,5.11,10.32,-2.38,0.48,4.7,10.9,-22.3
210029,1200,1200,1200,1200,0.35,647,11.97,4.71,0.18,4.01,-1.69,5.50,3.28,3.2,0.7,-22.6
