time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
202832,1100,1100,1100,1100,-0.02,613,12.12,6.78,0.77,-46.30,0.00,0.91,8.54,0.7,-1.0,0.2
202832,1100,1100,1100,1100,-0.04,611,12.10,6.84,0.82,-46.27,-2.97,0.80,7.83,1.1,6.8,0.5
202832,1200,1200,1200,1200,-0.06,609,12.06,7.09,1.49,-46.16,4.20,1.77,5.16,2.3,22.8,0.0
202832,1200,1200,1200,1200,0.03,618,12.01,7.41,3.10,-45.86,-10.38,-0.37,13.51,2.3,49.8,0.4
202832,1200,1200,1200,1200,-0.01,614,11.98,7.32,6.90,-45.55,-7.95,5.65,12.60,-2.3,40.2,-2.3
202832,1200,1200,1200,1200,0.01,616,11.98,7.28,8.28,-45.59,4.34,0.66,9.73,-9.5,2.7,-4.6
202832,1200,1200,1200,1200,0.08,624,11.98,6.83,8.45,-45.83,3.12,-5.64,6.98,-10.9,-4.3,-4.0
202832,1200,1200,1200,1200,0.02,617,11.98,6.31,8.26,-46.11,-5.09,3.33,4.79,-10.9,-23.2,-4.1
202832,1200,1200,1200,1200,0.08,624,11.96,5.95,7.26,-46.37,-0.44,-2.85,10.99,-9.4,-21.6,-5.1
202832,1200,1200,1200,1200,0.04,619,11.96,5.33,6.19,-46.70,2.61,3.25,-1.70,-9.3,-19.1,-6.2
202833,1200,1200,1200,1200,0.09,625,11.99,4.97,5.34,-47.10,0.60,5.51,6.61,-9.0,-22.2,-7.1
202833,1200,1200,1200,1200,0.05,620,11.96,4.85,4.39,-47.54,2.55,1.50,2.97,-7.2,-17.7,-8.3
202833,1200,1200,1200,1200,0.11,627,11.97,4.21,2.93,-48.11,-1.25,-2.10,11.36,-7.9,-15.5,-12.6
202833,1200,1200,1200,1200,0.11,627,11.98,3.55,2.66,-48.79,-5.11,2.51,5.37,-7.7,-21.8,-11.7
202833,1200,1200,1200,1200,0.09,625,11.97,3.55,2.43,-49.47,-2.27,-1.63,6.82,-8.2,-20.1,-15.3
202833,1200,1200,1200,1200,0.11,627,11.96,2.95,1.35,-50.21,9.96,2.28,2.91,-5.6,-8.7,-14.8
202833,1200,1200,1200,1200,0.10,626,11.98,2.26,0.58,-50.96,-1.63,1.08,7.29,-6.8,-12.5,-16.0
202833,1200,1200,1200,1200,0.14,630,11.97,1.72,-0.56,-51.73,1.45,0.94,8.64,-6.4,-13.6,-14.5
202833,1200,1200,1200,1200,0.14,630,11.98,1.35,-0.52,-52.52,6.95,-4.84,8.36,-6.9,-5.1,-17.3
202833,1200,1200,1200,1200,0.15,631,11.98,0.84,-1.36,-53.35,2.09,0.48,7.15,-3.1,-3.3,-17.3
202833,1200,1200,1200,1200,0.15,631,11.97,0.60,-2.16,-54.25,1.45,-2.51,7.62,-0.6,2.8,-18.2
202833,1200,1200,1200,1200,0.18,634,11.96,0.54,-2.27,-55.25,-6.39,1.97,11.71,0.4,-1.6,-20.6
202833,1200,1200,1200,1200,0.17,633,11.98,0.91,-1.39,-56.34,1.24,-7.00,4.95,4.3,-2.6,-20.9
202833,1200,1200,1200,1200,0.19,635,11.98,0.79,-1.59,-57.43,0.01,-3.93,12.59,3.4,4.2,-23.1
202833,1200,1200,1200,1200,0.15,631,11.98,0.81,-0.88,-58.61,-3.89,6.60,11.48,3.7,2.0,-23.6
202833,1200,1200,1200,1200,0.21,637,11.97,1.26,-0.33,-59.77,-6.47,-0.45,5.29,3.1,4.1,-22.2
202833,1200,1200,1200,1200,0.20,636,11.97,1.22,-0.68,-60.91,-0.81,2.75,10.77,4.6,3.3,-22.4
202833,1200,1200,1200,1200,0.19,635,11.97,1.76,-0.70,-62.17,1.00,-2.48,4.42,5.6,8.1,-24.6
202833,1200,1200,1200,1200,0.21,637,11.95,1.72,-0.27,-63.40,11.67,0.93,6.16,5.6,14.2,-23.4
202833,1200,1200,1200,1200,0.23,639,11.96,1.90,-0.58,-64.64,-10.10,0.72,16.82,4.3,-7.4,-26.5
202834,1200,1200,1200,1200,0.23,639,11.97,2.23,0.21,-65.89,6.15,1.42,8.07,1.7,7.6,-24.7
202834,1200,1200,1200,1200,0.21,637,11.96,2.29,-0.21,-67.11,-0.48,1.22,7.16,1.8,5.4,-25.0
202834,1200,1200,1200,1200,0.18,634,11.97,2.25,-0.22,-68.28,-7.83,1.19,12.92,0.0,1.2,-22.6
202834,1200,1200,1200,1200,0.21,637,11.98,2.15,0.03,-69.42,9.71,-4.15,6.09,-0.4,5.1,-21.5
202834,1200,1200,1200,1200,0.26,643,11.98,2.33,0.12,-70.51,-0.50,-1.89,10.82,-0.3,-2.1,-22.2
202834,1200,1200,1200,1200,0.25,641,11.96,2.05,-0.04,-71.63,-7.42,-0.97,7.63,2.3,-0.8,-22.0
202834,1200,1200,1200,1200,0.25,641,11.98,1.99,-0.38,-72.71,8.89,-2.84,7.35,2.1,5.5,-23.6
202834,1200,1200,1200,1200,0.22,638,11.99,1.92,-0.09,-73.82,-10.86,1.56,14.70,1.0,-2.5,-22.5
202834,1200,1200,1200,1200,0.30,647,11.98,2.07,-0.51,-74.92,5.17,-3.79,8.27,3.8,13.9,-24.4
202834,1200,1200,1200,1200,0.25,642,11.98,2.23,-0.70,-75.96,-1.03,0.65,9.74,3.3,1.2,-20.1
202834,1200,1200,1200,1200,0.26,643,11.97,2.65,-0.61,-77.04,-4.66,0.46,9.54,5.1,-1.5,-23.5
202834,1200,1200,1200,1200,0.28,645,11.96,2.66,-0.83,-78.12,1.06,1.83,6.00,3.0,4.1,-21.4
