time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
203056,1100,1100,1100,1100,0.00,618,11.93,4.04,-0.19,-4.80,0.00,0.68,8.64,-0.2,0.2,-0.1
203056,1100,1100,1100,1100,-0.01,617,11.90,4.03,-0.17,-4.81,0.03,0.55,8.76,-0.2,0.3,-0.2
203056,1195,1195,1195,1195,0.03,621,11.91,4.01,-0.15,-4.81,-0.06,0.60,8.69,-0.4,0.4,-0.1
203056,1195,1195,1195,1195,0.00,618,11.86,3.99,-0.13,-4.81,-0.01,0.56,8.69,-0.2,0.2,-0.1
203056,1195,1195,1195,1195,0.00,618,11.81,3.98,-0.12,-4.81,0.02,0.67,8.62,-0.2,0.1,0.0
203056,1195,1195,1195,1195,0.00,618,11.80,3.96,-0.11,-4.81,-0.04,0.61,8.69,-0.2,0.1,-0.1
203056,1195,1195,1195,1195,-0.02,616,11.78,3.94,-0.01,-4.80,-1.19,0.09,9.61,-0.7,1.6,0.4
203056,1195,1195,1195,1195,0.03,621,11.78,3.82,-0.09,-4.76,3.62,1.24,6.68,-4.8,14.3,0.1
203056,1195,1195,1195,1195,0.07,625,11.78,3.43,0.65,-4.70,-1.64,-2.35,4.11,-16.4,39.1,-1.3
203056,1195,1195,1195,1195,0.07,625,11.79,2.33,3.45,-4.65,1.67,3.23,8.80,-31.1,47.7,-2.4
203057,1195,1195,1195,1195,0.08,627,11.78,1.08,4.74,-4.72,8.01,-0.01,-3.91,-19.8,19.8,-2.6
203057,1195,1195,1195,1195,0.09,628,11.77,0.55,6.32,-4.84,-0.71,-1.34,13.15,-3.1,-13.8,-0.8
203057,1195,1195,1195,1195,0.07,625,11.78,0.27,4.26,-5.01,0.36,9.45,8.13,2.0,-26.1,-2.1
203057,1195,1195,1195,1195,0.12,631,11.77,0.84,3.60,-5.14,-11.28,-3.49,18.58,8.9,-27.9,-1.5
203057,1195,1195,1195,1195,0.08,627,11.79,1.26,3.42,-5.30,-4.80,5.26,3.56,9.8,-25.8,-3.7
203057,1195,1195,1195,1195,0.08,626,11.79,1.74,1.35,-5.56,-2.18,-3.40,8.17,11.9,-31.6,-5.2
203057,1195,1195,1195,1195,0.11,630,11.78,2.09,-0.74,-5.81,-0.85,-2.47,7.81,11.0,-31.1,-3.4
203057,1195,1195,1195,1195,0.10,629,11.78,2.36,-2.85,-5.97,-14.79,-2.87,16.00,10.2,-28.3,-3.0
203057,1195,1195,1195,1195,0.12,631,11.78,3.07,-3.38,-6.21,-1.02,-1.75,3.57,8.9,-20.6,-4.5
203057,1195,1195,1195,1195,0.10,629,11.79,3.35,-5.40,-6.45,2.43,-1.45,8.82,8.0,-19.0,-3.5
203057,1195,1195,1195,1195,0.13,632,11.78,3.52,-6.70,-6.75,-8.78,3.72,14.52,6.3,-16.7,-6.8
203057,1195,1195,1195,1195,0.13,632,11.78,3.94,-6.02,-7.07,7.85,-1.56,2.83,4.8,-8.1,-5.1
203057,1195,1195,1195,1195,0.15,634,11.78,4.22,-7.69,-7.48,6.80,3.13,6.44,2.7,-9.2,-7.4
203057,1195,1195,1195,1195,0.16,635,11.78,4.62,-7.08,-7.94,1.07,3.45,2.67,2.2,-6.8,-9.0
203057,1195,1195,1195,1195,0.18,637,11.80,4.63,-7.61,-8.40,-3.34,-6.00,15.69,1.5,-0.6,-8.6
203057,1195,1195,1195,1195,0.16,635,11.78,4.89,-7.57,-8.99,1.19,-6.61,11.60,-0.2,-2.3,-11.8
203057,1195,1195,1195,1195,0.17,636,11.79,4.79,-6.92,-9.65,7.43,-4.85,4.03,1.3,1.6,-15.1
203057,1195,1195,1195,1195,0.16,635,11.78,4.58,-7.81,-10.44,-9.21,3.85,12.15,-1.1,-5.5,-17.9
203057,1195,1195,1195,1195,0.13,632,11.77,4.42,-6.61,-11.43,-1.38,2.03,4.70,-1.3,-0.1,-22.3
203057,1195,1195,1195,1195,0.18,637,11.78,4.59,-6.17,-12.58,2.49,1.79,8.16,-1.0,5.9,-22.9
203058,1195,1195,1195,1195,0.18,637,11.79,4.85,-6.28,-13.76,-4.74,-3.62,10.92,0.9,3.1,-27.0
203058,1195,1195,1195,1195,0.14,633,11.77,5.18,-5.51,-15.12,-7.47,1.76,14.07,1.9,6.2,-28.9
203058,1195,1195,1195,1195,0.22,641,11.78,5.33,-5.29,-16.41,-4.75,1.17,7.97,2.6,3.6,-27.2
203058,1195,1195,1195,1195,0.17,636,11.78,6.10,-4.16,-17.74,-3.57,0.22,8.50,5.6,1.3,-27.1
203058,1195,1195,1195,1195,0.20,639,11.78,6.47,-3.53,-19.03,-6.21,0.68,13.39,6.7,5.5,-28.0
203058,1195,1195,1195,1195,0.18,637,11.78,6.78,-2.49,-20.33,15.04,2.90,-3.58,6.0,5.9,-25.9
203058,1195,1195,1195,1195,0.20,639,11.79,7.05,-4.24,-21.61,6.21,0.97,9.09,3.9,2.6,-26.9
203058,1195,1195,1195,1195,0.18,637,11.79,6.96,-3.03,-22.94,5.21,1.41,6.68,6.5,1.8,-26.7
203058,1195,1195,1195,1195,0.19,638,11.78,7.48,-2.47,-24.43,-1.46,-6.82,7.33,5.6,0.2,-31.3
203058,1195,1195,1195,1195,0.21,640,11.78,7.83,-3.23,-26.06,7.04,-2.17,8.63,2.6,-0.5,-32.5
203058,1195,1195,1195,1195,0.22,641,11.77,7.91,-3.60,-27.73,-8.66,-0.49,12.79,1.3,-5.1,-34.4
203058,1195,1195,1195,1195,0.21,640,11.78,7.96,-3.21,-29.47,0.69,-3.82,9.46,0.7,-4.5,-34.3
203058,1195,1195,1195,1195,0.19,638,11.78,7.34,-3.55,-31.18,6.04,1.54,8.74,0.2,-2.5,-33.8
203058,1195,1195,1195,1195,0.19,638,11.78,7.23,-4.10,-32.87,-7.30,4.87,12.10,2.4,-10.2,-32.3
203058,1195,1195,1195,1195,0.20,639,11.78,7.53,-3.23,-34.53,-3.10,0.07,10.89,-0.9,-2.4,-32.3
203058,1195,1195,1195,1195,0.20,639,11.78,7.83,-3.46,-36.08,9.70,-2.03,1.36,2.2,-1.8,-31.2
203058,1195,1195,1195,1195,0.22,641,11.78,7.77,-3.52,-37.64,9.00,-0.39,6.63,2.1,1.8,-32.9
203058,1195,1195,1195,1195,0.23,642,11.78,7.68,-3.05,-39.19,-4.53,6.33,9.59,2.2,0.1,-32.8
203058,1195,1195,1195,1195,0.22,641,11.77,7.77,-3.82,-40.81,5.08,3.86,5.69,1.3,2.9,-33.9
203058,1195,1195,1195,1195,0.20,639,11.79,8.05,-4.20,-42.43,0.68,-7.26,10.50,0.8,6.2,-33.4
203059,1195,1195,1195,1195,0.25,644,11.78,7.99,-3.58,-44.04,0.71,1.15,12.86,0.9,2.4,-32.5
203059,1195,1195,1195,1195,0.19,638,11.78,8.04,-2.15,-45.66,9.33,6.47,-2.17,-0.3,3.5,-33.3
203059,1195,1195,1195,1195,0.23,642,11.77,8.24,-2.52,-47.38,6.49,1.20,3.20,-1.0,2.0,-34.7
203059,1195,1195,1195,1195,0.22,641,11.77,8.05,-3.01,-49.09,-3.41,4.46,9.04,1.0,-5.4,-35.2
203059,1196,1196,1196,1196,0.23,642,11.77,8.32,-3.23,-50.83,-0.96,5.78,12.82,0.2,-3.0,-35.3
203059,1196,1196,1196,1196,0.22,641,11.78,8.42,-3.14,-52.74,0.52,-6.20,4.30,0.7,-4.7,-40.3
203059,1196,1196,1196,1196,0.26,646,11.78,8.27,-3.58,-54.73,-2.13,2.49,11.82,-0.3,-4.5,-39.3
203059,1196,1196,1196,1196,0.23,642,11.78,8.18,-3.85,-56.80,-3.25,0.93,17.33,-0.7,-7.0,-41.9
203059,1196,1196,1196,1196,0.24,643,11.78,8.52,-3.60,-58.89,3.94,5.32,12.07,-3.4,-4.9,-41.3
203059,1196,1196,1196,1196,0.25,644,11.77,8.33,-3.95,-60.85,16.88,-5.05,-6.06,-1.8,2.3,-39.2
203059,1196,1196,1196,1196,0.22,641,11.78,8.24,-3.86,-62.76,7.24,6.70,-0.60,-4.0,3.1,-37.2
203059,1196,1196,1196,1196,0.27,647,11.78,8.39,-3.19,-64.69,-15.47,-3.44,16.75,-2.4,-0.2,-38.0
203059,1196,1196,1196,1196,0.24,643,11.78,8.29,-2.07,-66.68,4.20,0.72,11.03,-1.7,3.2,-39.7
203059,1196,1196,1196,1196,0.25,645,11.78,8.10,-1.56,-68.66,7.37,-2.48,1.44,-4.3,10.4,-38.8
203059,1196,1196,1196,1196,0.26,646,11.78,8.09,-1.43,-70.63,-9.55,7.09,13.60,-2.0,5.7,-41.7
203059,1196,1196,1196,1196,0.25,645,11.76,7.98,0.79,-72.61,4.95,-3.58,3.02,-1.0,9.6,-41.0
203059,1196,1196,1196,1196,0.27,647,11.78,7.75,0.55,-74.49,-2.38,6.92,17.04,-1.8,3.5,-37.8
203059,1196,1196,1196,1196,0.27,647,11.78,7.95,1.52,-76.30,-8.65,0.71,3.79,-2.7,9.0,-39.8
203059,1196,1196,1196,1196,0.31,651,11.77,7.82,2.08,-78.14,-1.44,4.05,11.89,0.5,11.5,-39.7
203059,1196,1196,1196,1196,0.28,648,11.78,7.51,2.81,-80.08,0.97,-5.43,5.22,-1.3,0.8,-42.5
203100,1196,1196,1196,1196,0.27,647,11.78,7.12,2.29,-82.03,3.34,4.39,6.34,-2.8,2.1,-38.4
203100,1196,1196,1196,1196,0.27,647,11.76,6.85,3.03,-83.89,-6.49,1.75,9.78,-2.1,-7.5,-37.2
203100,1196,1196,1196,1196,0.29,649,11.78,6.87,2.56,-85.67,4.50,-4.68,8.83,-0.7,0.9,-37.8
203100,1196,1196,1196,1196,0.27,647,11.76,6.42,2.86,-87.54,-5.95,3.59,14.32,1.2,-5.8,-37.4
