time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
195020,1100,1100,1100,1100,-0.01,615,12.02,4.30,0.07,10.24,0.12,0.72,8.82,-0.5,1.3,-0.2
195020,1100,1100,1100,1100,0.02,618,12.01,4.27,0.14,10.24,0.06,0.71,8.56,-0.4,1.8,-0.1
195020,1100,1100,1100,1100,-0.01,615,12.01,4.26,0.24,10.24,0.04,0.65,8.57,-0.2,2.3,-0.1
195020,1100,1100,1100,1100,-0.04,612,12.01,4.25,0.36,10.25,-0.13,0.60,8.60,-0.1,2.4,-0.1
195020,1196,1196,1196,1196,0.00,616,11.94,4.26,0.48,10.26,-0.06,0.60,8.60,0.2,2.1,-0.1
195020,1196,1196,1196,1196,0.01,617,11.91,4.26,0.67,10.27,-0.01,0.58,8.60,0.3,2.1,0.0
195020,1196,1196,1196,1196,0.03,619,11.89,4.24,0.55,10.24,0.89,1.44,9.07,-3.8,2.3,-1.6
195020,1196,1196,1196,1196,0.01,617,11.88,3.71,1.13,10.09,-2.14,1.96,7.21,-15.8,14.3,-5.0
195021,1196,1196,1196,1196,0.04,620,11.88,2.58,2.98,9.78,6.99,4.05,-1.42,-39.7,38.1,-10.5
195021,1196,1196,1196,1196,0.04,620,11.87,0.33,5.47,9.21,-5.05,1.21,7.24,-57.7,43.6,-14.8
195021,1196,1196,1196,1196,0.04,620,11.87,-2.28,7.41,8.37,-4.79,-2.82,8.57,-38.8,23.6,-15.6
195021,1196,1196,1196,1196,0.11,628,11.88,-3.85,7.44,7.48,-3.61,-1.03,3.37,-8.5,-7.9,-15.3
195021,1196,1196,1196,1196,0.09,626,11.88,-4.27,6.35,6.73,-6.22,-7.48,10.92,6.2,-17.8,-13.4
195021,1196,1196,1196,1196,0.04,620,11.87,-4.11,5.13,6.19,-4.93,-4.59,10.47,15.6,-27.0,-10.4
195021,1196,1196,1196,1196,0.09,626,11.87,-3.64,3.35,5.71,1.64,-0.87,6.13,20.1,-31.3,-11.8
195021,1196,1196,1196,1196,0.14,631,11.86,-2.64,1.65,5.26,5.94,-2.60,1.58,20.8,-26.7,-11.9
195021,1196,1196,1196,1196,0.08,624,11.87,-1.62,0.37,4.79,6.77,6.74,-6.34,22.8,-28.1,-9.7
