time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
213547,1100,1100,1100,1100,-0.02,602,12.10,5.87,-0.81,-55.53,0.06,0.85,8.65,-0.3,1.2,-0.2
213547,1100,1100,1100,1100,0.00,604,12.08,5.84,-0.75,-55.53,0.16,0.97,8.69,-0.4,1.5,-0.2
213547,1100,1100,1100,1100,-0.02,602,12.07,5.81,-0.67,-55.54,0.03,0.85,8.84,-0.5,1.5,-0.2
213547,1100,1100,1100,1100,-0.02,602,12.06,5.78,-0.58,-55.54,0.13,0.76,8.50,-0.4,1.4,-0.2
213547,1184,1184,1184,1184,0.00,604,12.01,5.76,-0.50,-55.54,0.11,0.87,8.71,-0.1,1.5,-0.2
213547,1184,1184,1184,1184,0.01,605,11.97,5.75,-0.37,-55.52,-1.13,-0.14,9.84,0.9,5.8,0.1
213547,1184,1184,1184,1184,0.00,604,11.98,5.90,0.20,-55.47,1.33,0.65,10.53,0.5,16.1,-0.2
213547,1184,1184,1184,1184,0.02,606,11.94,5.86,0.99,-55.41,4.39,-1.11,10.49,-3.2,17.2,-1.8
213547,1184,1184,1184,1184,0.04,608,11.97,5.43,1.66,-55.44,6.35,5.80,-0.62,-4.2,15.6,-2.6
213547,1184,1184,1184,1184,0.02,606,11.96,5.50,1.67,-55.65,6.17,6.63,4.55,-6.8,2.1,-5.9
213547,1184,1184,1184,1184,0.08,612,11.95,5.10,1.65,-56.00,6.32,0.29,1.43,-6.2,-0.1,-9.6
213547,1184,1184,1184,1184,0.07,611,11.95,4.33,0.99,-56.48,-7.41,3.43,11.24,-6.8,-12.0,-8.7
213548,1184,1184,1184,1184,0.06,610,11.97,4.21,0.29,-56.86,4.36,0.05,5.28,-5.5,-9.4,-6.6
213548,1184,1184,1184,1184,0.06,610,11.95,3.88,-0.06,-57.32,-1.34,3.81,-2.60,-3.7,-3.3,-10.4
213548,1184,1184,1184,1184,0.08,613,11.94,3.89,-0.11,-57.88,0.08,-3.51,18.31,-2.9,2.6,-11.3
213548,1184,1184,1184,1184,0.07,611,11.96,3.67,-0.35,-58.57,5.44,2.99,3.39,-6.7,-8.2,-14.0
213548,1184,1184,1184,1184,0.06,610,11.97,3.16,-1.24,-59.42,-10.72,0.83,16.32,-3.1,-14.2,-17.1
213548,1184,1184,1184,1184,0.11,616,11.95,2.81,-1.15,-60.28,-4.79,5.78,2.88,-4.5,-17.6,-17.1
213548,1184,1184,1184,1184,0.12,617,11.98,3.07,-1.60,-61.22,-8.78,2.45,10.88,-1.7,-5.5,-19.7
213548,1184,1184,1184,1184,0.15,620,11.97,3.09,-1.34,-62.25,9.69,-3.20,11.39,-2.8,4.9,-21.4
213548,1184,1184,1184,1184,0.15,620,11.95,3.26,-1.70,-63.35,-10.84,0.88,8.69,-1.3,-12.9,-23.7
213548,1184,1184,1184,1184,0.14,619,11.96,3.00,-1.92,-64.49,3.23,-4.72,8.33,0.4,-5.9,-23.4
213548,1184,1184,1184,1184,0.15,620,11.96,3.27,-2.23,-65.67,-4.99,-1.83,18.76,3.1,-6.2,-26.9
213548,1184,1184,1184,1184,0.14,619,11.95,3.34,-2.52,-66.88,-6.65,-0.58,13.82,2.2,-10.6,-25.8
213548,1184,1184,1184,1184,0.15,620,11.97,3.28,-2.93,-68.14,-5.95,2.73,10.13,1.5,4.0,-27.3
213548,1184,1184,1184,1184,0.17,622,11.96,3.55,-2.45,-69.48,0.47,0.44,3.14,3.6,-4.5,-29.3
213548,1184,1184,1184,1184,0.18,623,11.97,3.96,-2.41,-70.91,-7.71,3.95,11.69,2.5,-4.2,-28.0
213548,1184,1184,1184,1184,0.18,623,11.98,4.14,-2.10,-72.33,6.05,5.03,-3.68,4.1,4.8,-29.0
213548,1184,1184,1184,1184,0.17,622,11.98,4.72,-2.09,-73.78,9.00,2.49,1.88,3.4,12.0,-29.9
213548,1184,1184,1184,1184,0.20,625,11.96,5.27,-1.47,-75.23,-0.25,0.47,7.46,2.9,1.4,-30.6
213548,1184,1184,1184,1184,0.21,626,11.95,5.60,-1.61,-76.74,-6.57,-5.91,19.60,3.4,-0.2,-30.1
213548,1184,1184,1184,1184,0.20,625,11.95,5.23,-1.60,-78.26,6.76,-0.95,4.68,5.2,12.1,-31.2
213549,1184,1184,1184,1184,0.22,627,11.96,5.48,-1.81,-79.80,-1.89,4.85,7.82,4.8,5.6,-30.8
213549,1184,1184,1184,1184,0.20,625,11.96,5.70,-1.83,-81.41,-7.47,0.39,8.42,5.6,2.8,-33.4
213549,1184,1184,1184,1184,0.21,626,11.96,5.86,-1.34,-83.04,19.60,-4.11,1.24,6.0,19.3,-31.6
213549,1184,1184,1184,1184,0.23,628,11.96,5.55,-1.72,-84.63,-0.24,-2.76,3.46,7.4,6.6,-31.6
213549,1184,1184,1184,1184,0.19,624,11.97,5.87,-1.61,-86.26,12.36,1.46,0.21,5.9,5.1,-32.3
213549,1184,1184,1184,1184,0.21,626,11.96,6.18,-1.36,-87.99,-4.31,5.25,6.03,6.2,-4.6,-34.3
213549,1184,1184,1184,1184,0.25,630,11.98,6.41,-0.91,-89.65,4.72,1.68,5.13,7.1,6.2,-33.1
213549,1184,1184,1184,1184,0.25,630,11.96,7.05,-0.74,-91.37,5.67,-1.89,3.21,6.7,3.8,-34.7
213549,1184,1184,1184,1184,0.24,629,11.97,7.36,-0.40,-93.05,5.59,-0.57,7.40,6.9,4.0,-32.4
213549,1184,1184,1184,1184,0.25,631,11.96,7.33,-0.45,-94.74,-5.36,3.93,14.98,4.6,4.2,-33.9
213549,1184,1184,1184,1184,0.25,630,11.95,7.83,-0.06,-96.54,-4.29,1.62,19.60,4.0,2.6,-36.3
213549,1184,1184,1184,1184,0.25,631,11.95,8.14,0.01,-98.39,0.44,2.48,8.20,1.8,3.7,-37.1
213549,1184,1184,1184,1184,0.25,631,11.96,8.40,0.34,-100.27,-0.46,6.17,11.30,1.0,0.5,-38.1
213549,1184,1184,1184,1184,0.27,633,11.94,8.48,0.10,-102.20,-15.37,6.25,11.83,2.9,-10.6,-38.1
213549,1184,1184,1184,1184,0.24,629,11.96,8.79,0.65,-104.17,-1.08,-0.10,16.35,2.9,-1.6,-40.3
213549,1184,1184,1184,1184,0.26,632,11.96,8.86,0.74,-106.21,11.70,3.78,-0.50,2.4,4.8,-39.8
213549,1184,1184,1184,1184,0.25,631,11.97,8.79,0.28,-108.18,-8.21,0.56,14.63,1.3,-9.6,-40.4
213549,1184,1184,1184,1184,0.27,633,11.96,8.81,0.30,-110.23,-12.69,0.64,19.60,1.0,-2.9,-40.7
213549,1184,1184,1184,1184,0.27,633,11.96,8.74,0.82,-112.24,-4.56,3.21,7.16,0.6,8.0,-40.0
213549,1184,1184,1184,1184,0.25,631,11.96,8.70,1.15,-114.29,-12.33,4.40,17.98,0.0,-9.8,-41.2
213550,1184,1184,1184,1184,0.30,636,11.94,8.42,0.94,-116.34,-1.73,-1.01,9.08,-2.7,0.3,-40.5
213550,1184,1184,1184,1184,0.28,634,11.96,8.37,1.34,-118.32,4.68,0.45,-3.01,-3.3,-1.1,-38.6
213550,1184,1184,1184,1184,0.25,630,11.95,7.87,0.72,-120.22,-8.75,3.19,13.89,-4.8,-6.1,-38.6
213550,1184,1184,1184,1184,0.26,632,11.96,7.66,1.13,-122.21,6.55,-4.58,9.59,-5.0,1.0,-40.8
213550,1184,1184,1184,1184,0.29,635,11.94,6.96,0.78,-124.20,-1.75,1.90,6.71,-3.4,-2.8,-40.5
213550,1184,1184,1184,1184,0.32,638,11.96,6.85,0.94,-126.27,-13.25,5.86,8.49,-3.2,-14.4,-41.3
213550,1184,1184,1184,1184,0.26,632,11.96,6.61,0.97,-128.31,-2.45,-2.83,19.60,0.2,5.3,-40.1
213550,1184,1184,1184,1184,0.30,636,11.95,6.32,1.23,-130.33,14.34,-6.65,3.61,0.1,10.1,-40.6
213550,1184,1184,1184,1184,0.26,632,11.96,5.91,1.12,-132.45,6.39,3.85,3.77,-1.1,1.0,-42.4
213550,1184,1184,1184,1184,0.26,632,11.96,5.76,0.83,-134.55,-14.38,-0.78,19.60,0.3,-7.3,-42.4
213550,1184,1184,1184,1184,0.29,635,11.95,5.44,0.70,-136.68,-3.12,3.11,1.34,3.3,-14.8,-44.4
213550,1184,1184,1184,1184,0.28,634,11.96,5.34,0.77,-138.78,1.41,2.61,12.41,2.0,-2.7,-41.2
213550,1184,1184,1184,1184,0.30,636,11.95,5.28,0.95,-140.88,6.98,0.45,3.66,3.2,4.0,-43.1
213550,1184,1184,1184,1184,0.29,635,11.95,5.60,1.40,-143.01,-4.07,-0.94,15.87,1.6,1.5,-43.4
213550,1184,1184,1184,1184,0.32,638,11.95,5.56,1.84,-145.10,-0.18,-1.04,9.34,0.3,-4.8,-42.2
213550,1184,1184,1184,1184,0.31,637,11.96,5.27,1.87,-147.22,4.33,0.97,10.29,3.0,-0.7,-43.5
213550,1184,1184,1184,1184,0.30,636,11.94,5.32,2.21,-149.33,13.55,-0.81,4.99,3.1,5.7,-41.1
213550,1184,1184,1184,1184,0.28,634,11.95,5.22,2.19,-151.39,3.83,-1.58,11.99,1.2,-0.1,-40.5
213550,1184,1184,1184,1184,0.33,639,11.95,4.87,1.74,-153.33,-7.27,-1.31,18.42,0.7,-5.6,-39.0
213550,1184,1184,1184,1184,0.31,637,11.97,4.82,1.60,-155.23,-7.53,2.00,6.24,-0.1,-9.8,-37.8
213551,1184,1184,1184,1184,0.33,639,11.96,4.91,2.00,-157.06,-3.83,2.56,2.48,-0.2,-0.4,-37.0
213551,1184,1184,1184,1184,0.32,638,11.96,4.80,2.23,-158.85,3.11,-2.01,3.40,0.6,7.6,-36.4
213551,1184,1184,1184,1184,0.34,640,11.95,4.81,2.08,-160.60,-19.27,1.35,13.27,-0.8,-2.1,-34.9
213551,1184,1184,1184,1184,0.31,637,11.95,4.69,1.94,-162.30,-12.86,0.25,19.60,2.1,-12.5,-35.6
213551,1184,1184,1184,1184,0.32,638,11.96,4.21,1.90,-164.09,4.58,-3.15,8.17,-1.6,9.6,-35.8
213551,1184,1184,1184,1184,0.33,639,11.95,3.60,1.63,-165.83,1.92,-3.77,8.53,0.8,5.5,-34.7
213551,1184,1184,1184,1184,0.32,638,11.95,3.68,1.32,-167.59,-3.05,-0.60,13.13,0.5,4.9,-35.6
213551,1184,1184,1184,1184,0.33,639,11.96,3.38,1.46,-169.34,8.83,-5.45,9.47,-0.1,-1.9,-35.2
213551,1184,1184,1184,1184,0.33,639,11.95,3.50,1.63,-171.09,-1.04,0.86,5.00,0.1,4.3,-36.2
213551,1184,1184,1184,1184,0.34,640,11.94,3.46,1.85,-172.78,-0.36,-3.60,13.16,2.1,7.0,-33.9
213551,1184,1184,1184,1184,0.35,641,11.96,3.73,1.77,-174.48,-10.42,2.13,9.54,2.4,-9.8,-34.1
213551,1184,1184,1184,1184,0.35,641,11.94,3.63,1.81,-176.17,-6.51,4.95,9.88,0.4,-4.8,-32.1
213551,1184,1184,1184,1184,0.35,641,11.96,3.50,1.82,-177.73,-4.08,2.88,9.64,1.3,-5.3,-31.8
213551,1184,1184,1184,1184,0.34,640,11.94,3.33,2.28,-179.33,13.01,-0.03,8.22,0.3,7.1,-31.7
213551,1184,1184,1184,1184,0.38,644,11.94,3.00,1.84,179.13,3.41,-0.84,13.94,-1.0,-2.4,-31.6
213551,1184,1184,1184,1184,0.36,642,11.94,2.92,1.90,177.50,10.47,3.89,-1.09,2.3,30.2,-35.0
213551,1184,1184,1184,1184,0.38,644,11.94,2.79,1.77,175.86,11.40,-0.62,7.57,-0.6,12.7,-33.8
213551,1184,1184,1184,1184,0.40,646,11.94,2.23,1.28,174.20,1.69,-2.32,8.62,1.5,-2.4,-34.5
213551,1184,1184,1184,1184,0.35,641,11.95,2.24,1.23,172.59,9.12,0.67,6.87,2.9,-2.5,-32.5
213551,1184,1184,1184,1184,0.36,642,11.96,2.46,1.03,171.02,3.04,-0.17,10.11,-0.9,2.9,-32.0
213552,1184,1184,1184,1184,0.36,642,11.94,2.74,1.44,169.48,8.67,0.34,1.30,3.0,5.0,-33.0
213552,1184,1184,1184,1184,0.39,645,11.95,2.80,1.55,168.01,1.53,-1.33,4.68,3.2,4.9,-32.4
213552,1184,1184,1184,1184,0.36,642,11.95,3.26,2.05,166.55,14.38,-3.19,3.90,4.6,17.9,-32.8
213552,1184,1184,1184,1184,0.37,643,11.96,3.03,1.99,164.98,11.72,-4.27,1.87,3.5,1.8,-33.5
213552,1184,1184,1184,1184,0.39,645,11.94,3.01,2.49,163.38,9.91,-3.90,-7.28,4.2,9.6,-32.7
213552,1184,1184,1184,1184,0.37,643,11.94,3.16,2.83,161.89,2.67,-6.07,13.34,3.8,5.6,-31.5
213552,1184,1184,1184,1184,0.42,648,11.94,3.01,3.00,160.28,-8.82,2.14,18.15,3.7,10.8,-34.9
213552,1184,1184,1184,1184,0.39,645,11.95,3.44,3.70,158.77,1.76,1.43,2.83,3.8,24.0,-31.3
213552,1184,1184,1184,1184,0.39,645,11.96,3.38,3.73,157.22,-11.90,1.02,14.92,5.3,-11.1,-31.3
