time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
213651,1100,1100,1100,1100,0.03,605,12.14,5.77,-0.85,-93.91,0.11,0.92,8.76,0.5,1.2,1.5
213651,1100,1100,1100,1100,-0.02,600,12.13,5.79,-0.80,-93.84,0.25,0.93,8.80,0.5,0.9,1.4
213651,1100,1100,1100,1100,-0.01,601,12.11,5.83,-0.77,-93.76,0.01,1.01,8.69,0.5,0.5,1.3
213651,1100,1100,1100,1100,0.06,608,12.11,5.85,-0.75,-93.69,0.10,0.97,8.76,0.3,0.1,1.3
213651,1183,1183,1183,1183,0.02,604,12.05,5.87,-0.76,-93.62,0.11,0.90,8.80,0.0,-0.4,1.4
213651,1183,1183,1183,1183,0.01,603,12.04,5.89,-0.79,-93.56,0.06,0.96,8.69,-0.1,-0.7,1.4
213651,1183,1183,1183,1183,0.07,609,12.03,5.88,-0.83,-93.49,0.07,0.93,8.73,-0.1,-0.7,1.5
213651,1183,1183,1183,1183,0.04,606,12.01,5.87,-0.87,-93.43,0.41,1.47,8.33,-1.9,-0.5,0.7
213651,1183,1183,1183,1183,0.06,608,12.00,5.70,-0.94,-93.45,5.55,0.44,4.03,-8.6,-4.3,-0.7
213651,1183,1183,1183,1183,0.09,612,12.03,5.10,-1.49,-93.54,2.20,-0.71,12.73,-12.2,-4.0,-2.3
213651,1183,1183,1183,1183,0.08,611,12.01,4.78,-1.18,-93.69,-10.14,-2.40,19.42,-13.9,-5.2,-3.0
213651,1183,1183,1183,1183,0.11,614,12.00,4.17,-1.56,-93.90,-2.85,-5.85,4.29,-11.7,-7.6,-3.7
213651,1183,1183,1183,1183,0.09,612,12.01,3.76,-1.62,-94.07,-4.64,2.78,10.33,-5.3,-8.5,-2.3
213651,1183,1183,1183,1183,0.10,613,12.02,3.38,-2.06,-94.39,-4.86,1.66,12.79,-5.9,-18.4,-5.4
213651,1183,1183,1183,1183,0.14,617,12.03,3.16,-2.50,-94.70,-6.86,0.85,12.99,-5.1,-13.4,-4.5
213651,1183,1183,1183,1183,0.10,613,12.03,2.52,-2.99,-95.05,-19.60,-2.39,19.60,-5.4,-20.0,-7.3
213651,1183,1183,1183,1183,0.12,615,12.02,2.04,-2.99,-95.52,-17.56,-2.08,17.46,-3.5,-10.4,-10.3
213651,1183,1183,1183,1183,0.16,619,12.02,2.26,-2.54,-96.11,-0.63,-0.18,8.50,-2.8,11.4,-11.0
213651,1183,1183,1183,1183,0.15,618,12.01,2.03,-2.61,-96.68,-2.33,2.37,5.70,-0.4,6.6,-11.0
213651,1183,1183,1183,1183,0.18,621,12.01,2.18,-2.78,-97.31,-10.26,-4.66,16.35,0.8,5.2,-12.6
213652,1183,1183,1183,1183,0.17,620,11.99,1.87,-2.64,-97.94,13.71,0.06,4.58,-0.1,-4.2,-13.2
213652,1183,1183,1183,1183,0.16,619,12.00,1.75,-3.06,-98.65,5.32,1.30,10.49,1.1,0.8,-15.5
213652,1183,1183,1183,1183,0.18,621,12.00,1.79,-3.65,-99.44,-6.61,-1.09,13.36,2.0,-5.1,-16.1
213652,1183,1183,1183,1183,0.17,620,11.99,1.80,-4.21,-100.24,-2.33,-4.52,4.82,2.2,7.0,-18.1
213652,1183,1183,1183,1183,0.19,622,12.01,2.14,-4.00,-101.17,8.89,0.30,-2.47,2.4,4.5,-20.4
213652,1183,1183,1183,1183,0.25,628,12.00,2.69,-4.31,-102.19,-10.91,-5.95,16.22,3.1,-13.5,-20.1
213652,1183,1183,1183,1183,0.21,624,12.01,2.81,-3.70,-103.18,8.70,-1.26,5.15,2.7,0.2,-21.5
213652,1183,1183,1183,1183,0.22,625,12.00,3.08,-3.73,-104.19,4.61,-0.21,12.92,4.3,-8.5,-21.0
213652,1183,1183,1183,1183,0.20,623,12.02,3.44,-3.66,-105.14,2.71,4.43,7.16,4.0,-6.5,-18.3
213652,1183,1183,1183,1183,0.22,625,12.01,3.88,-3.38,-106.08,16.82,0.27,3.06,3.8,8.5,-20.2
213652,1183,1183,1183,1183,0.20,623,12.01,4.10,-3.34,-107.06,8.26,1.13,5.54,3.5,-3.7,-20.4
213652,1183,1183,1183,1183,0.24,627,12.00,4.24,-3.51,-108.10,-3.99,2.33,3.87,5.4,3.4,-21.2
213652,1183,1183,1183,1183,0.25,628,12.00,4.72,-3.16,-109.17,-4.81,4.91,12.07,5.6,-8.7,-20.9
213652,1183,1183,1183,1183,0.22,625,12.00,4.93,-2.68,-110.26,4.20,7.90,7.45,6.1,4.8,-22.2
213652,1183,1183,1183,1183,0.26,630,12.00,5.63,-1.81,-111.38,6.64,-0.79,3.33,7.0,4.3,-23.3
213652,1183,1183,1183,1183,0.25,628,12.00,5.92,-1.49,-112.52,13.51,-0.82,6.98,6.8,19.4,-24.5
213652,1183,1183,1183,1183,0.25,628,12.01,6.00,-1.79,-113.71,3.32,-1.24,11.45,4.7,-4.0,-24.4
213652,1183,1183,1183,1183,0.26,630,12.02,6.12,-1.64,-114.95,9.21,-2.63,15.66,2.3,1.3,-25.5
213652,1183,1183,1183,1183,0.27,631,12.02,6.20,-1.90,-116.23,-6.28,1.48,14.90,2.0,-2.8,-25.6
213652,1183,1183,1183,1183,0.25,629,12.00,6.39,-1.51,-117.47,-5.21,1.06,12.54,2.0,-8.9,-24.4
213653,1183,1183,1183,1183,0.30,634,12.01,6.58,-1.45,-118.75,5.92,1.56,12.92,0.2,-12.6,-25.6
213653,1183,1183,1183,1183,0.25,628,12.00,6.52,-1.85,-120.12,-8.70,-1.67,10.19,2.5,8.2,-29.4
213653,1183,1183,1183,1183,0.30,634,12.01,6.26,-1.90,-121.50,6.67,3.59,0.94,2.2,-11.7,-26.2
213653,1183,1183,1183,1183,0.27,631,12.02,6.65,-2.29,-122.87,-5.38,10.07,12.82,2.0,-9.2,-28.0
213653,1183,1183,1183,1183,0.31,635,12.01,7.55,-2.64,-133.65,-2.26,-0.87,6.75,4.3,-2.4,-34.6
213653,1183,1183,1183,1183,0.25,629,12.00,7.74,-2.67,-135.31,11.22,-0.78,6.76,3.1,7.0,-32.7
213653,1183,1183,1183,1183,0.31,635,12.02,7.88,-2.82,-136.90,3.53,3.24,5.56,3.7,4.9,-33.1
213653,1183,1183,1183,1183,0.30,634,12.01,8.14,-2.75,-138.57,-6.63,-1.04,9.02,4.2,3.4,-35.1
213653,1183,1183,1183,1183,0.31,635,12.00,8.50,-2.20,-140.31,14.81,-2.53,6.04,4.4,2.4,-36.3
213653,1183,1183,1183,1183,0.29,633,12.00,8.74,-2.26,-142.13,-11.03,6.35,7.83,2.7,-12.3,-37.9
213653,1183,1183,1183,1183,0.30,634,11.99,8.56,-2.02,-143.98,9.40,2.13,2.88,2.1,13.7,-37.8
213653,1183,1183,1183,1183,0.31,635,11.99,8.52,-1.95,-145.86,-19.60,5.80,19.60,0.9,-8.8,-36.7
