time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
163830,1100,1100,1100,1100,0.02,603,11.99,5.78,-0.70,-113.58,0.16,0.92,8.76,0.9,0.6,-0.1
163830,1100,1100,1100,1100,0.03,604,11.98,5.80,-0.67,-113.58,-0.01,0.88,8.74,0.5,0.5,-0.2
163831,1186,1186,1186,1186,-0.02,599,11.97,5.78,-0.63,-113.59,-0.75,1.30,9.23,-0.9,1.8,-0.3
163831,1186,1186,1186,1186,-0.02,599,11.95,5.87,-0.61,-113.63,-1.99,0.70,9.04,1.7,-2.7,-1.3
163831,1186,1186,1186,1186,0.03,604,11.91,6.02,-0.64,-113.72,9.84,1.87,-1.58,2.7,0.1,-1.8
163831,1186,1186,1186,1186,0.05,606,11.88,6.27,-1.18,-113.93,-0.62,-0.94,10.71,3.2,-5.9,-5.1
163831,1186,1186,1186,1186,0.04,605,11.88,6.63,-1.67,-114.28,-2.55,4.75,16.64,-4.0,-10.4,-6.7
163831,1186,1186,1186,1186,0.05,606,11.88,6.58,-1.89,-114.79,-9.07,1.56,13.36,-5.1,-8.7,-8.8
163831,1186,1186,1186,1186,0.07,608,11.86,5.94,-2.79,-115.26,-16.11,0.33,19.09,-7.8,-15.3,-7.6
163831,1186,1186,1186,1186,0.03,604,11.87,5.79,-2.28,-115.76,4.52,2.79,9.40,-6.0,7.6,-11.0
163831,1186,1186,1186,1186,0.06,607,11.86,5.17,-3.04,-116.19,-6.80,-1.89,13.59,-7.4,-2.9,-9.6
163831,1186,1186,1186,1186,0.08,609,11.87,4.92,-2.78,-116.62,0.60,-1.82,16.05,-6.0,-0.7,-10.0
163831,1186,1186,1186,1186,0.09,611,11.86,5.08,-2.55,-117.22,1.67,1.08,10.63,-4.9,3.5,-14.1
163831,1186,1186,1186,1186,0.11,613,11.86,4.82,-2.23,-117.82,12.54,1.60,2.84,-4.8,-4.3,-13.7
163831,1186,1186,1186,1186,0.09,611,11.87,4.65,-2.16,-118.43,1.13,1.31,2.28,-3.2,2.4,-15.6
163831,1186,1186,1186,1186,0.12,614,11.87,4.58,-2.75,-119.13,1.11,-0.61,8.97,-1.5,2.6,-16.1
163831,1186,1186,1186,1186,0.12,614,11.87,4.55,-2.78,-119.91,-4.24,3.24,7.08,-1.0,-10.7,-16.7
163831,1186,1186,1186,1186,0.14,616,11.86,4.37,-3.32,-120.77,2.08,0.68,15.74,-2.3,-7.4,-18.9
163831,1186,1186,1186,1186,0.14,616,11.86,4.41,-2.94,-121.68,3.18,-0.95,8.62,-1.8,7.9,-20.3
163831,1186,1186,1186,1186,0.16,618,11.86,4.37,-2.38,-122.61,-4.73,1.83,2.28,0.1,-1.0,-19.5
163831,1186,1186,1186,1186,0.15,617,11.87,4.60,-2.05,-123.61,7.18,-0.12,3.55,0.4,-1.5,-22.7
163831,1186,1186,1186,1186,0.17,619,11.86,4.60,-2.06,-124.70,11.98,0.10,10.68,-1.6,4.8,-22.0
