time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
202915,1100,1100,1100,1100,0.09,596,12.08,5.81,0.72,43.17,-0.11,0.78,8.64,0.5,-0.5,0.1
202915,1100,1100,1100,1100,0.10,597,12.06,5.84,0.69,43.17,-0.11,0.88,8.69,0.5,-0.6,0.1
202916,1199,1199,1199,1199,0.07,594,12.04,5.87,0.67,43.17,-0.12,0.92,8.78,0.4,-0.7,0.1
202916,1199,1199,1199,1199,0.14,601,12.01,5.89,0.64,43.17,-0.09,0.92,8.75,0.3,-0.4,-0.1
202916,1199,1199,1199,1199,0.12,599,11.96,5.90,0.63,43.17,-0.03,0.93,8.65,0.1,-0.1,-0.2
202916,1199,1199,1199,1199,0.11,598,11.96,5.91,0.62,43.17,-0.09,0.91,8.67,0.1,0.1,-0.2
202916,1199,1199,1199,1199,0.09,596,11.92,5.91,0.64,43.16,0.34,0.86,8.68,0.1,0.2,-0.1
202916,1199,1199,1199,1199,0.12,599,11.93,5.94,0.64,43.13,-2.50,1.22,10.53,1.9,3.8,-2.0
202916,1199,1199,1199,1199,0.13,600,11.92,6.36,1.00,43.05,-4.81,4.07,13.26,10.7,7.9,-2.6
202916,1199,1199,1199,1199,0.18,606,11.93,7.21,1.42,42.88,5.79,-2.02,4.18,20.0,7.9,-5.1
202916,1199,1199,1199,1199,0.16,603,11.92,8.12,1.48,42.51,-7.68,-1.82,9.60,10.1,-4.8,-10.9
202916,1199,1199,1199,1199,0.17,604,11.90,8.37,1.47,41.87,0.78,2.27,4.44,-1.6,-3.7,-14.0
202916,1199,1199,1199,1199,0.17,604,11.90,7.88,1.39,41.11,1.00,-1.48,6.85,-6.8,0.4,-12.8
202916,1199,1199,1199,1199,0.18,605,11.92,7.51,1.05,40.54,9.95,-1.25,2.05,-10.4,-7.8,-10.7
202916,1199,1199,1199,1199,0.18,605,11.93,6.72,-0.27,40.02,0.11,4.76,9.85,-11.5,-9.6,-10.1
202916,1199,1199,1199,1199,0.22,610,11.91,6.80,0.24,39.34,4.91,2.46,17.63,-11.6,3.3,-12.1
202916,1199,1199,1199,1199,0.19,607,11.93,6.04,-0.02,38.64,-4.85,4.13,11.85,-12.1,-1.5,-13.5
202916,1199,1199,1199,1199,0.19,607,11.91,5.26,-0.01,37.86,-6.26,4.83,14.46,-13.1,-6.8,-14.6
202916,1199,1199,1199,1199,0.20,608,11.92,4.82,-0.02,37.04,-6.48,4.87,8.84,-9.6,-2.7,-17.1
202916,1199,1199,1199,1199,0.26,614,11.90,4.60,-0.10,36.13,4.14,2.35,7.30,-8.6,-0.9,-19.2
202916,1199,1199,1199,1199,0.29,617,11.92,4.35,0.32,35.10,-2.45,-2.12,9.73,-8.5,-0.3,-19.5
202916,1199,1199,1199,1199,0.24,612,11.92,3.89,0.15,34.01,-5.86,4.27,12.11,-7.9,-4.5,-21.9
202917,1199,1199,1199,1199,0.26,614,11.93,4.03,0.65,32.86,8.76,-0.22,-1.78,-6.2,0.6,-23.9
202917,1199,1199,1199,1199,0.28,616,11.90,3.71,0.57,31.55,-5.80,-0.43,11.71,-6.9,-6.5,-25.8
202917,1199,1199,1199,1199,0.28,616,11.91,3.20,0.14,30.13,-0.06,0.06,7.50,-5.1,-4.9,-29.8
202917,1199,1199,1199,1199,0.29,617,11.90,2.82,-0.28,28.68,6.31,-5.34,6.30,-4.1,-3.2,-28.6
202917,1199,1199,1199,1199,0.27,615,11.92,2.33,-0.48,27.26,-4.50,3.33,9.23,-1.0,-4.1,-28.1
202917,1199,1199,1199,1199,0.28,616,11.91,2.33,-0.43,25.90,-8.83,1.93,9.74,1.0,0.9,-26.1
202917,1199,1199,1199,1199,0.29,617,11.91,2.20,-0.55,24.53,0.60,3.16,7.57,3.4,-0.8,-26.8
202917,1199,1199,1199,1199,0.33,621,11.92,2.36,-0.47,23.14,-1.17,3.24,8.18,5.1,0.9,-27.9
202917,1199,1199,1199,1199,0.33,621,11.90,2.90,-0.33,21.68,-1.89,2.43,10.21,5.2,4.2,-29.8
202917,1199,1199,1199,1199,0.33,621,11.91,2.82,-0.68,20.21,5.34,-0.00,7.32,1.9,6.5,-29.1
