time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
154236,1100,1100,1100,1100,0.02,606,12.05,6.58,1.17,-12.91,-0.23,0.93,8.82,-1.4,3.1,-0.4
154236,1100,1100,1100,1100,0.06,610,12.03,6.52,1.33,-12.91,-0.23,1.00,8.67,-1.0,2.7,-0.3
154236,1100,1100,1100,1100,0.01,604,12.01,6.46,1.45,-12.91,0.11,0.83,8.21,-2.3,2.0,-0.6
154236,1100,1100,1100,1100,0.07,611,12.01,6.24,1.70,-12.98,-2.06,-0.28,9.04,-9.6,2.5,-2.5
154237,1201,1201,1201,1201,0.02,605,11.94,5.24,1.45,-13.14,-2.04,3.19,7.07,-20.1,5.6,-4.1
154237,1201,1201,1201,1201,0.02,606,11.90,4.09,1.22,-13.37,-0.49,-1.57,5.19,-20.4,3.0,-5.5
154237,1201,1201,1201,1201,0.09,613,11.90,3.14,1.16,-13.63,-4.47,1.27,4.62,-21.4,0.9,-5.4
154237,1201,1201,1201,1201,0.06,610,11.91,2.44,-0.33,-14.02,6.82,4.71,4.66,-10.8,-1.2,-8.2
154237,1201,1201,1201,1201,0.09,613,11.90,2.31,0.20,-14.43,-6.59,1.50,6.80,-7.2,-9.9,-9.2
154237,1201,1201,1201,1201,0.09,613,11.87,2.07,0.50,-14.93,0.99,2.12,9.61,-3.7,-1.3,-8.5
154237,1201,1201,1201,1201,0.12,616,11.90,1.96,-0.24,-15.45,-1.06,-1.40,10.22,-0.1,-6.8,-11.1
154237,1201,1201,1201,1201,0.16,620,11.90,2.00,-0.85,-16.08,-0.77,0.58,8.55,-0.1,-7.9,-13.4
154237,1201,1201,1201,1201,0.15,619,11.89,2.29,-1.64,-16.77,6.07,0.53,6.23,0.7,-1.6,-12.9
154237,1201,1201,1201,1201,0.14,618,11.89,2.08,-1.03,-17.47,-2.84,-0.45,13.01,-0.7,-4.2,-14.8
154237,1201,1201,1201,1201,0.16,620,11.90,1.93,-0.40,-18.31,-2.14,-5.11,9.52,1.9,-3.7,-17.8
154237,1201,1201,1201,1201,0.17,621,11.88,1.80,-0.15,-19.20,-2.29,-3.20,12.40,1.0,-4.1,-17.6
154237,1201,1201,1201,1201,0.18,623,11.87,1.67,-0.05,-19.97,-9.39,0.48,11.05,3.5,3.1,-14.7
154237,1201,1201,1201,1201,0.18,623,11.88,1.97,-0.65,-20.72,-6.02,1.59,11.47,6.5,0.5,-13.5
154237,1201,1201,1201,1201,0.22,627,11.88,1.84,0.20,-21.48,-7.23,0.28,19.60,4.4,4.7,-16.9
154237,1201,1201,1201,1201,0.20,625,11.89,2.15,-0.49,-22.26,-3.29,0.55,5.01,3.4,-0.2,-15.4
154237,1201,1201,1201,1201,0.19,624,11.88,2.20,-0.64,-23.08,3.72,-3.34,6.86,2.6,-0.2,-18.7
154237,1201,1201,1201,1201,0.23,628,11.90,2.18,-1.34,-24.01,-5.45,-1.17,17.26,3.2,-4.8,-18.4
154237,1201,1201,1201,1201,0.18,623,11.89,2.52,-0.79,-25.03,-0.95,7.23,7.79,3.1,-2.6,-22.6
154237,1201,1201,1201,1201,0.26,631,11.88,2.83,-2.04,-26.05,7.99,1.46,5.44,0.4,-2.2,-20.8
154238,1201,1201,1201,1201,0.24,629,11.89,2.98,-3.10,-27.15,-1.68,0.56,12.00,1.2,-4.3,-21.9
154238,1201,1201,1201,1201,0.22,627,11.90,3.45,-3.81,-28.34,-5.16,-1.08,12.88,0.6,-3.4,-24.2
154238,1201,1201,1201,1201,0.24,629,11.89,3.41,-3.98,-29.42,-4.89,-4.31,15.27,-1.6,0.6,-21.4
154238,1201,1201,1201,1201,0.25,630,11.89,3.32,-3.50,-30.50,-4.71,0.23,9.13,0.2,3.7,-22.6
154238,1201,1201,1201,1201,0.25,630,11.89,3.31,-3.01,-31.62,2.09,2.03,7.13,0.9,2.8,-23.4
154238,1201,1201,1201,1201,0.29,634,11.91,3.31,-2.19,-32.77,12.78,5.01,-1.54,1.6,2.1,-22.9
