time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
202030,1100,1100,1100,1100,0.10,607,12.27,6.53,1.63,-178.37,-0.22,0.98,8.72,-0.1,-0.2,0.1
202030,1100,1100,1100,1100,0.10,607,12.28,6.53,1.61,-178.36,-0.18,1.09,8.57,0.0,-0.3,0.1
202030,1100,1100,1100,1100,0.14,611,12.24,6.54,1.60,-178.36,-0.31,1.07,8.41,0.1,-0.2,0.1
202030,1100,1100,1100,1100,0.09,606,12.22,6.57,1.52,-178.36,-2.12,1.09,9.40,2.4,-1.4,0.6
202031,1197,1197,1197,1197,0.12,609,12.18,6.65,1.82,-178.35,2.19,0.64,9.04,7.5,-8.3,0.7
202031,1197,1197,1197,1197,0.15,612,12.13,6.85,1.39,-178.40,-1.34,2.02,14.59,4.5,-9.5,0.5
202031,1197,1197,1197,1197,0.19,617,12.12,7.12,1.10,-178.54,-19.60,0.18,16.58,-6.4,-17.0,-3.0
202031,1197,1197,1197,1197,0.19,617,12.11,6.77,1.18,-178.83,1.84,5.94,3.67,-12.2,-7.3,-5.2
202031,1197,1197,1197,1197,0.19,617,12.12,6.26,1.33,-179.16,2.82,-0.38,6.80,-10.5,2.5,-8.3
202031,1197,1197,1197,1197,0.13,610,12.12,6.20,1.32,-179.63,5.57,-0.65,7.06,-8.9,3.2,-11.4
202031,1197,1197,1197,1197,0.18,616,12.12,5.51,1.24,179.88,-7.69,3.93,10.39,-11.7,-3.4,-11.2
202031,1197,1197,1197,1197,0.21,619,12.09,5.07,1.85,179.27,1.70,2.86,11.00,-9.6,-2.4,-15.2
202031,1197,1197,1197,1197,0.19,617,12.11,4.60,1.99,178.52,2.24,6.16,6.71,-8.1,4.6,-16.1
202031,1197,1197,1197,1197,0.23,621,12.11,4.25,2.18,177.67,-3.73,-0.08,6.15,-5.7,0.2,-16.2
202031,1197,1197,1197,1197,0.20,618,12.08,3.79,1.83,176.76,-5.84,-3.86,11.37,-6.2,2.3,-18.4
202031,1197,1197,1197,1197,0.29,627,12.10,3.23,2.16,175.82,-5.86,2.14,11.00,-2.2,-10.1,-19.6
202031,1197,1197,1197,1197,0.28,626,12.09,3.09,2.04,174.79,8.37,4.23,-1.05,-2.0,4.6,-22.1
202031,1197,1197,1197,1197,0.27,625,12.12,3.04,2.16,173.66,1.32,0.52,3.65,0.1,0.5,-22.7
202031,1197,1197,1197,1197,0.26,624,12.13,3.29,2.47,172.56,12.49,-1.04,3.41,2.0,13.7,-24.0
202031,1197,1197,1197,1197,0.25,623,12.10,3.23,2.57,171.36,-12.29,7.70,9.22,1.6,1.6,-23.9
202031,1197,1197,1197,1197,0.29,627,12.11,3.20,2.88,170.11,4.32,3.16,6.56,5.0,10.3,-25.7
202031,1197,1197,1197,1197,0.32,630,12.11,3.43,3.06,168.85,4.61,1.69,8.15,-1.2,9.8,-24.4
202031,1197,1197,1197,1197,0.31,629,12.11,3.69,3.20,167.57,-3.05,-6.01,5.96,0.5,-3.7,-25.7
202031,1197,1197,1197,1197,0.32,630,12.11,3.49,3.04,166.26,9.07,3.57,6.25,3.4,8.7,-27.2
202032,1197,1197,1197,1197,0.33,631,12.11,3.88,3.02,164.91,-7.52,-2.00,13.36,3.1,-8.9,-26.4
202032,1197,1197,1197,1197,0.34,632,12.09,4.07,3.18,163.50,2.07,0.80,9.25,3.8,-2.6,-30.0
202032,1197,1197,1197,1197,0.33,631,12.11,3.99,2.99,162.05,9.46,2.04,6.00,4.8,4.3,-27.9
202032,1197,1197,1197,1197,0.35,634,12.10,3.89,2.57,160.60,4.59,-8.03,8.41,1.6,4.8,-29.4
202032,1197,1197,1197,1197,0.35,633,12.11,3.63,2.38,159.08,-2.37,0.94,9.96,2.2,3.4,-31.2
202032,1197,1197,1197,1197,0.35,633,12.10,3.74,2.39,157.52,0.94,7.36,7.01,5.1,-3.5,-30.5
202032,1197,1197,1197,1197,0.34,632,12.13,4.12,1.70,155.96,0.40,-2.36,8.57,2.4,5.9,-32.5
202032,1197,1197,1197,1197,0.35,634,12.11,4.10,1.89,154.31,11.40,1.56,7.35,6.2,1.6,-31.9
202032,1197,1197,1197,1197,0.34,632,12.12,4.04,1.77,152.66,3.44,6.25,8.45,1.3,-9.9,-33.8
202032,1197,1197,1197,1197,0.34,632,12.11,4.23,1.46,151.01,2.06,0.10,10.42,2.5,5.4,-32.9
202032,1197,1197,1197,1197,0.38,637,12.10,4.36,1.80,149.38,-0.04,-4.23,10.49,4.9,2.6,-34.5
202032,1197,1197,1197,1197,0.35,633,12.09,4.67,2.96,147.74,-1.50,5.23,3.64,4.6,-0.6,-33.8
202032,1197,1197,1197,1197,0.41,640,12.12,4.86,3.08,146.11,0.53,-0.35,7.49,4.5,1.1,-32.7
202032,1197,1197,1197,1197,0.36,635,12.12,4.81,2.91,144.52,-3.89,-3.06,10.72,6.5,-0.7,-29.5
202032,1197,1197,1197,1197,0.35,633,12.12,4.94,3.00,143.04,-3.25,1.84,7.11,5.9,5.2,-28.9
202032,1197,1197,1197,1197,0.41,640,12.11,5.13,3.04,141.54,7.88,-3.76,10.31,4.9,6.7,-31.1
202032,1197,1197,1197,1197,0.41,640,12.12,5.34,3.17,140.01,6.64,-3.75,5.26,6.8,-6.2,-31.1
202032,1197,1197,1197,1197,0.46,645,12.10,5.94,3.39,138.42,6.99,4.53,7.51,6.8,0.1,-32.9
202032,1197,1197,1197,1197,0.39,638,12.11,5.80,2.35,136.79,-1.48,0.87,8.72,7.9,-8.7,-33.1
202032,1197,1197,1197,1197,0.43,642,12.11,5.93,2.59,135.10,-7.10,0.95,11.44,3.1,2.4,-32.6
202033,1197,1197,1197,1197,0.43,642,12.10,5.94,3.27,133.37,19.60,-3.31,3.49,0.4,8.3,-36.1
202033,1197,1197,1197,1197,0.42,641,12.10,5.89,3.13,131.46,2.42,1.37,8.87,1.3,-6.0,-37.8
202033,1197,1197,1197,1197,0.43,642,12.11,5.56,2.25,129.47,6.70,-0.44,8.52,3.1,0.9,-39.8
202033,1197,1197,1197,1197,0.43,642,12.12,5.38,1.87,127.46,-1.57,-0.72,12.34,1.3,-0.4,-40.6
202033,1197,1197,1197,1197,0.46,645,12.10,4.96,1.66,125.35,3.38,1.06,-0.36,2.5,10.6,-43.1
202033,1197,1197,1197,1197,0.43,642,12.09,4.89,1.62,123.23,9.30,-1.59,4.05,1.3,5.4,-42.8
202033,1197,1197,1197,1197,0.45,644,12.10,4.82,1.83,121.10,-16.40,-1.30,18.63,1.3,-10.7,-43.5
202033,1197,1197,1197,1197,0.44,643,12.11,4.71,2.86,118.92,-6.15,5.97,2.43,1.5,-4.9,-43.5
202033,1197,1197,1197,1197,0.45,644,12.10,4.87,2.91,116.77,-12.12,1.06,11.47,1.8,-4.0,-43.4
202033,1197,1197,1197,1197,0.40,639,12.11,4.87,3.36,114.69,-3.41,-2.41,12.92,3.7,3.0,-41.0
202033,1197,1197,1197,1197,0.51,650,12.12,5.33,3.66,112.70,0.54,0.80,8.49,4.9,8.9,-39.6
202033,1197,1197,1197,1197,0.47,646,12.10,5.61,4.00,110.81,1.93,1.94,6.68,6.2,7.9,-38.8
202033,1197,1197,1197,1197,0.47,646,12.10,5.51,4.00,108.89,0.40,2.03,7.20,6.4,1.7,-38.5
202033,1197,1197,1197,1197,0.51,650,12.11,5.50,4.31,107.00,4.13,4.59,8.53,4.5,0.1,-37.9
202033,1197,1197,1197,1197,0.50,649,12.11,5.51,4.42,105.03,-19.60,-0.45,15.19,2.0,-8.7,-41.8
202033,1197,1197,1197,1197,0.49,648,12.08,5.36,5.22,103.04,8.49,2.46,4.89,1.5,5.7,-40.0
202033,1197,1197,1197,1197,0.49,648,12.10,5.11,5.23,100.96,13.73,-5.77,6.63,-0.1,1.0,-40.5
202033,1197,1197,1197,1197,0.46,645,12.09,4.34,4.49,98.78,-5.07,-1.26,13.11,-1.2,-6.3,-41.7
202033,1197,1197,1197,1197,0.48,647,12.11,4.05,4.78,96.69,1.66,1.56,6.51,-0.2,-1.8,-40.6
202033,1197,1197,1197,1197,0.47,646,12.10,3.43,4.44,94.58,-13.36,1.00,16.24,0.1,-2.9,-42.7
202034,1197,1197,1197,1197,0.50,649,12.12,3.29,4.60,92.47,-2.11,3.09,5.57,1.5,7.0,-42.2
202034,1197,1197,1197,1197,0.51,650,12.10,3.27,4.26,90.39,-5.32,3.84,14.64,-2.0,-2.6,-42.4
202034,1197,1197,1197,1197,0.53,653,12.10,3.38,4.58,88.24,1.03,3.07,6.40,0.2,8.0,-44.4
202034,1197,1197,1197,1197,0.49,648,12.11,3.32,4.46,86.10,9.58,0.76,3.76,0.9,16.4,-44.3
202034,1197,1197,1197,1197,0.54,654,12.10,3.16,4.48,83.95,-0.97,4.32,14.06,2.4,1.8,-39.3
202034,1197,1197,1197,1197,0.52,651,12.10,3.37,4.47,81.87,-0.26,3.78,6.56,2.4,1.1,-41.9
202034,1197,1197,1197,1197,0.52,651,12.11,3.52,4.59,79.69,-0.11,1.67,8.13,3.2,-0.6,-43.4
202034,1197,1197,1197,1197,0.53,653,12.12,3.14,4.71,77.50,3.54,2.04,6.61,2.4,11.9,-41.3
202034,1197,1197,1197,1197,0.52,651,12.11,3.11,4.49,75.40,-0.93,-4.47,9.63,2.0,4.4,-41.0
202034,1197,1197,1197,1197,0.51,650,12.09,2.80,4.32,73.30,3.20,-0.85,11.78,5.0,4.5,-43.2
202034,1197,1197,1197,1197,0.53,653,12.09,2.76,4.13,71.19,4.45,2.50,4.28,2.0,1.2,-42.1
202034,1197,1197,1197,1197,0.55,655,12.11,2.98,4.29,69.24,-5.04,0.16,7.62,1.4,3.9,-37.9
202034,1197,1197,1197,1197,0.52,652,12.11,2.77,4.37,67.25,-1.01,-0.08,3.23,4.8,8.4,-41.2
202034,1197,1197,1197,1197,0.52,652,12.10,2.61,4.20,65.25,0.80,0.50,9.82,2.0,-1.6,-39.5
202034,1197,1197,1197,1197,0.49,648,12.10,2.51,3.77,63.35,-3.81,2.61,8.22,2.1,-0.1,-36.6
202034,1197,1197,1197,1197,0.57,657,12.09,2.74,3.82,61.56,-2.77,-6.00,8.73,2.0,7.6,-34.6
202034,1197,1197,1197,1197,0.54,654,12.09,2.36,3.73,59.74,-0.02,0.37,12.14,-1.1,5.9,-34.2
202034,1197,1197,1197,1197,0.55,655,12.11,2.38,3.82,57.99,8.81,-1.41,3.68,0.7,9.4,-36.3
202034,1197,1197,1197,1197,0.51,650,12.09,2.11,3.84,56.13,2.54,-1.92,15.85,0.9,-2.6,-38.5
202034,1197,1197,1197,1197,0.58,658,12.12,1.94,4.03,54.12,15.55,1.48,-1.81,1.9,-0.5,-41.7
202035,1197,1197,1197,1197,0.56,656,12.09,2.34,3.81,52.24,1.42,-3.78,7.08,3.2,1.3,-37.0
202035,1197,1197,1197,1197,0.61,661,12.10,2.33,4.27,50.40,4.43,-1.76,12.10,4.5,0.7,-37.2
202035,1197,1197,1197,1197,0.54,654,12.12,2.35,4.15,48.54,-1.68,2.04,7.65,2.1,-1.4,-37.4
202035,1197,1197,1197,1197,0.56,656,12.11,2.36,4.44,46.71,11.17,0.62,3.80,1.6,14.9,-36.6
202035,1197,1197,1197,1197,0.60,660,12.11,2.61,3.97,44.90,13.01,-5.73,0.53,1.7,6.0,-35.7
202035,1197,1197,1197,1197,0.61,661,12.10,2.26,3.62,43.11,-4.69,1.13,12.36,0.0,6.5,-34.7
202035,1197,1197,1197,1197,0.59,659,12.09,2.69,4.39,41.48,14.53,2.34,1.65,2.1,6.0,-30.6
202035,1197,1197,1197,1197,0.56,656,12.09,2.58,4.58,39.82,2.25,-1.80,11.81,0.8,4.5,-32.5
